,latitude,longitude,surface_temperature_forecast,actual,2m_temperature_forecast
2017-10-16 06:00:00,51.0,11.5,9.544006,10.24,11.080566
2017-10-16 12:00:00,51.0,11.5,22.721863,23.76,21.638977
2017-10-16 18:00:00,51.0,11.5,13.324402,17.86,15.100006
2017-10-17 00:00:00,51.0,11.5,12.0,12.48,13.80896
2017-10-17 06:00:00,51.0,11.5,10.075989,9.56,11.851105
2017-10-17 12:00:00,51.0,11.5,23.355896,24.0,22.001312
2017-10-17 18:00:00,51.0,11.5,11.676025,18.22,14.518921
2017-10-18 00:00:00,51.0,11.5,9.600647,10.23,11.780518
2017-10-18 06:00:00,51.0,11.5,8.538666,6.77,10.303528
2017-10-18 12:00:00,51.0,11.5,22.257019,18.36,20.18686
2017-10-18 18:00:00,51.0,11.5,11.100006,15.41,13.70929
2017-10-19 00:00:00,51.0,11.5,9.113861,8.72,10.874878
2017-10-19 06:00:00,51.0,11.5,8.200012,5.16,9.873993
2017-10-19 12:00:00,51.0,11.5,21.614899,20.63,20.178009
2017-10-19 18:00:00,51.0,11.5,11.659454,16.2,13.678314
2017-10-20 00:00:00,51.0,11.5,10.381714,11.5,11.979706
2017-10-20 06:00:00,51.0,11.5,9.699951,10.9,11.366669
2017-10-20 12:00:00,51.0,11.5,19.151276,16.99,18.502472
2017-10-20 18:00:00,51.0,11.5,12.576843,14.08,13.200256
2017-10-21 00:00:00,51.0,11.5,7.5,8.09,8.83313
2017-10-21 06:00:00,51.0,11.5,8.802338,8.42,9.697052
2017-10-21 12:00:00,51.0,11.5,18.824554,16.25,17.082977
2017-10-21 18:00:00,51.0,11.5,13.477875,12.68,14.40921
2017-10-22 00:00:00,51.0,11.5,10.921936,11.89,11.43219
2017-10-22 06:00:00,51.0,11.5,8.314697,9.36,9.102417
2017-10-22 12:00:00,51.0,11.5,9.571381,11.18,9.659576
2017-10-22 18:00:00,51.0,11.5,7.899994,8.13,8.159088
2017-10-23 00:00:00,51.0,11.5,6.831726,7.72,7.427826
2017-10-23 06:00:00,51.0,11.5,4.246399,8.42,5.214966
2017-10-23 12:00:00,51.0,11.5,10.977844,11.12,10.6875
2017-10-23 18:00:00,51.0,11.5,7.6510315,8.98,8.312408
2017-10-24 00:00:00,51.0,11.5,8.636169,9.6,9.048767
2017-10-24 06:00:00,51.0,11.5,6.718231,8.03,7.6685486
2017-10-24 12:00:00,51.0,11.5,14.707916,13.38,13.895355
2017-10-24 18:00:00,51.0,11.5,9.198456,12.4,10.39975
2017-10-25 00:00:00,51.0,11.5,10.558502,13.6,11.648743
2017-10-25 06:00:00,51.0,11.5,10.894104,13.73,12.058319
2017-10-25 12:00:00,51.0,11.5,16.5,17.23,15.81665
2017-10-25 18:00:00,51.0,11.5,12.784485,15.26,13.570648
2017-10-26 00:00:00,51.0,11.5,9.700012,13.43,10.739014
2017-10-26 06:00:00,51.0,11.5,8.745911,10.47,9.565552
2017-10-26 12:00:00,51.0,11.5,16.96936,15.12,15.754395
2017-10-26 18:00:00,51.0,11.5,11.200012,13.07,12.0
2017-10-27 00:00:00,51.0,11.5,10.4999695,11.97,11.109772
2017-10-27 06:00:00,51.0,11.5,8.728088,9.63,9.260498
2017-10-27 12:00:00,51.0,11.5,10.957031,12.12,10.928894
2017-10-27 18:00:00,51.0,11.5,7.6316833,9.09,8.649261
2017-10-28 00:00:00,51.0,11.5,7.299988,8.01,7.6474915
2017-10-28 06:00:00,51.0,11.5,6.5999756,8.48,7.096344
2017-10-28 12:00:00,51.0,11.5,8.799988,9.61,8.96579
2017-10-28 18:00:00,51.0,11.5,8.12265,9.27,8.676147
2017-10-29 00:00:00,51.0,11.5,10.700012,9.69,11.539124
2017-10-29 06:00:00,51.0,11.5,8.647644,10.55,9.720123
2017-10-29 12:00:00,51.0,11.5,9.319122,6.37,9.358429
2017-10-29 18:00:00,51.0,11.5,4.9833984,5.68,6.1597595
2017-10-30 00:00:00,51.0,11.5,3.8179321,5.41,4.7939453
2017-10-30 06:00:00,51.0,11.5,4.413147,4.7,4.9368286
2017-10-30 12:00:00,51.0,11.5,9.600006,8.18,8.154358
2017-10-30 18:00:00,51.0,11.5,2.9189453,5.72,4.0899963
2017-10-31 00:00:00,51.0,11.5,5.3999634,6.06,5.753784
2017-10-31 06:00:00,51.0,11.5,1.7009888,5.39,2.5327454
2017-10-31 12:00:00,51.0,11.5,10.700012,8.11,8.958099
2017-10-31 18:00:00,51.0,11.5,5.6460876,7.19,6.3531494
2017-11-01 00:00:00,51.0,11.5,5.050995,7.34,5.8711853
2017-11-01 06:00:00,51.0,11.5,6.8993225,6.74,7.343628
2017-11-01 12:00:00,51.0,11.5,11.83078,10.3,11.26001
2017-11-01 18:00:00,51.0,11.5,8.767975,8.7,9.193817
2017-11-02 00:00:00,51.0,11.5,6.700012,8.25,7.9306335
2017-11-02 06:00:00,51.0,11.5,7.55484,9.67,8.650909
2017-11-02 12:00:00,51.0,11.5,13.639404,12.16,12.590424
2017-11-02 18:00:00,51.0,11.5,8.955872,10.38,9.532684
2017-11-03 00:00:00,51.0,11.5,7.4257812,7.79,7.9241943
2017-11-03 06:00:00,51.0,11.5,3.9744873,5.8,5.23999
2017-11-03 12:00:00,51.0,11.5,14.727936,12.73,12.389069
2017-11-03 18:00:00,51.0,11.5,5.311859,8.46,7.2834167
2017-11-04 00:00:00,51.0,11.5,3.7110596,3.25,5.3036804
2017-11-04 06:00:00,51.0,11.5,3.8345642,0.9,5.155365
2017-11-04 12:00:00,51.0,11.5,14.507233,11.8,13.659607
2017-11-04 18:00:00,51.0,11.5,8.541107,9.99,10.132751
2017-11-05 00:00:00,51.0,11.5,8.846924,9.02,10.5147705
2017-11-05 06:00:00,51.0,11.5,6.4990845,7.59,7.8567505
2017-11-05 12:00:00,51.0,11.5,9.93335,13.18,10.106812
2017-11-05 18:00:00,51.0,11.5,7.399994,6.53,7.649872
2017-11-06 00:00:00,51.0,11.5,5.351013,5.74,5.776245
2017-11-06 06:00:00,51.0,11.5,3.2486267,4.56,3.9617615
2017-11-06 12:00:00,51.0,11.5,10.841461,7.59,8.349457
2017-11-06 18:00:00,51.0,11.5,5.669098,5.77,6.086914
2017-11-07 00:00:00,51.0,11.5,3.431549,4.64,3.6055603
2017-11-07 06:00:00,51.0,11.5,4.2843323,3.6,4.2241516
2017-11-07 12:00:00,51.0,11.5,6.938904,3.89,6.0953064
2017-11-07 18:00:00,51.0,11.5,5.925476,6.61,6.153412
2017-11-08 00:00:00,51.0,11.5,5.1316833,6.18,5.2464294
2017-11-08 06:00:00,51.0,11.5,2.38266,5.43,3.132904
2017-11-08 12:00:00,51.0,11.5,9.599976,8.83,8.087494
2017-11-08 18:00:00,51.0,11.5,6.2089233,7.02,6.417938
2017-11-09 00:00:00,51.0,11.5,4.899994,5.88,5.5098267
2017-11-09 06:00:00,51.0,11.5,5.843231,5.77,5.863678
2017-11-09 12:00:00,51.0,11.5,11.61203,7.76,9.654541
2017-11-09 18:00:00,51.0,11.5,5.6999817,7.0,6.254547
2017-11-10 00:00:00,51.0,11.5,3.5136108,6.14,4.540497
2017-11-10 06:00:00,51.0,11.5,5.0681763,6.24,5.5371704
2017-11-10 12:00:00,51.0,11.5,9.09314,7.0,8.267578
2017-11-10 18:00:00,51.0,11.5,6.9489136,6.83,7.640259
2017-11-11 00:00:00,51.0,11.5,2.693451,3.9,3.81427
2017-11-11 06:00:00,51.0,11.5,2.4990234,4.61,3.5509033
2017-11-11 12:00:00,51.0,11.5,7.8601685,6.54,7.224243
2017-11-11 18:00:00,51.0,11.5,3.1376343,3.98,4.2875366
2017-11-12 00:00:00,51.0,11.5,1.666565,3.97,2.7941284
2017-11-12 06:00:00,51.0,11.5,0.2723999,1.4,1.3409424
2017-11-12 12:00:00,51.0,11.5,7.0839233,2.99,5.9240723
2017-11-12 18:00:00,51.0,11.5,2.5247498,1.54,3.0508118
2017-11-13 00:00:00,51.0,11.5,0.6999817,1.51,1.6629333
2017-11-13 06:00:00,51.0,11.5,-0.0126953125,2.67,0.8938904
2017-11-13 12:00:00,51.0,11.5,6.693939,5.84,6.003998
2017-11-13 18:00:00,51.0,11.5,0.59820557,2.68,1.9230347
2017-11-14 00:00:00,51.0,11.5,-1.0561523,-1.11,0.46780396
2017-11-14 06:00:00,51.0,11.5,-0.5982361,0.28,0.6212158
2017-11-14 12:00:00,51.0,11.5,7.8800964,7.23,6.5433655
2017-11-14 18:00:00,51.0,11.5,2.7987366,4.36,3.660614
2017-11-15 00:00:00,51.0,11.5,4.326782,4.25,4.768036
2017-11-15 06:00:00,51.0,11.5,1.2805481,4.29,2.5812683
2017-11-15 12:00:00,51.0,11.5,6.7606506,7.42,6.8497925
2017-11-15 18:00:00,51.0,11.5,3.024475,7.13,4.5518494
2017-11-16 00:00:00,51.0,11.5,1.4963074,5.64,3.2984009
2017-11-16 06:00:00,51.0,11.5,0.6718445,4.91,2.4147644
2017-11-16 12:00:00,51.0,11.5,9.750458,7.23,8.223114
2017-11-16 18:00:00,51.0,11.5,2.1073914,3.63,4.0839844
2017-11-17 00:00:00,51.0,11.5,1.6362915,3.41,3.0227356
2017-11-17 06:00:00,51.0,11.5,4.1992188,3.32,4.5658875
2017-11-17 12:00:00,51.0,11.5,7.8007507,7.04,7.166046
2017-11-17 18:00:00,51.0,11.5,4.712921,5.13,5.5736694
2017-11-18 00:00:00,51.0,11.5,0.31698608,3.55,1.9031372
2017-11-18 06:00:00,51.0,11.5,-0.5,1.14,0.7045288
2017-11-18 12:00:00,51.0,11.5,5.8516846,4.94,5.124817
2017-11-18 18:00:00,51.0,11.5,2.9732056,4.07,3.838623
2017-11-19 00:00:00,51.0,11.5,1.2245483,3.05,2.6418457
2017-11-19 06:00:00,51.0,11.5,0.5,2.43,1.5649719
2017-11-19 12:00:00,51.0,11.5,5.700012,5.12,5.848114
2017-11-19 18:00:00,51.0,11.5,2.9208374,5.02,4.062378
2017-11-20 00:00:00,51.0,11.5,2.138092,4.28,3.0848389
2017-11-20 06:00:00,51.0,11.5,0.9042969,3.58,2.1001892
2017-11-20 12:00:00,51.0,11.5,4.7313538,5.03,4.505829
2017-11-20 18:00:00,51.0,11.5,2.949768,2.24,3.4899902
2017-11-21 00:00:00,51.0,11.5,6.038086,2.61,7.37558
2017-11-21 06:00:00,51.0,11.5,7.077057,7.13,8.420776
2017-11-21 12:00:00,51.0,11.5,9.163635,8.3,9.79895
2017-11-21 18:00:00,51.0,11.5,9.268494,8.8,10.489258
2017-11-22 00:00:00,51.0,11.5,4.878723,7.93,6.0816345
2017-11-22 06:00:00,51.0,11.5,3.8497925,7.41,5.37677
2017-11-22 12:00:00,51.0,11.5,10.399994,9.57,10.092285
2017-11-22 18:00:00,51.0,11.5,4.236969,6.47,6.255188
2017-11-23 00:00:00,51.0,11.5,4.662842,6.37,7.385254
2017-11-23 06:00:00,51.0,11.5,4.676819,6.21,7.126587
2017-11-23 12:00:00,51.0,11.5,11.922028,13.65,12.4140625
2017-11-23 18:00:00,51.0,11.5,8.334656,11.51,10.460205
2017-11-24 00:00:00,51.0,11.5,7.136383,11.66,8.942505
2017-11-24 06:00:00,51.0,11.5,7.1463013,9.96,8.80719
2017-11-24 12:00:00,51.0,11.5,9.587341,13.94,10.59491
2017-11-24 18:00:00,51.0,11.5,9.517578,8.18,10.225616
2017-11-25 00:00:00,51.0,11.5,8.554413,7.03,8.645477
2017-11-25 06:00:00,51.0,11.5,7.689209,7.89,7.8098755
2017-11-25 12:00:00,51.0,11.5,7.0906067,6.42,6.78714
2017-11-25 18:00:00,51.0,11.5,3.925476,0.73,3.801178
2017-11-26 00:00:00,51.0,11.5,1.2000122,1.11,2.2243042
2017-11-26 06:00:00,51.0,11.5,-0.2669983,1.02,0.7874756
2017-11-26 12:00:00,51.0,11.5,3.5332947,3.99,3.2872314
2017-11-26 18:00:00,51.0,11.5,2.0386658,2.96,2.737976
2017-11-27 00:00:00,51.0,11.5,0.23852539,3.05,1.514679
2017-11-27 06:00:00,51.0,11.5,0.96295166,1.46,1.9351196
2017-11-27 12:00:00,51.0,11.5,3.340393,3.66,3.2384644
2017-11-27 18:00:00,51.0,11.5,4.1381836,4.75,5.3110046
2017-11-28 00:00:00,51.0,11.5,4.1781616,5.07,5.360016
2017-11-28 06:00:00,51.0,11.5,4.0895386,4.6,5.186859
2017-11-28 12:00:00,51.0,11.5,7.1268616,5.82,6.745514
2017-11-28 18:00:00,51.0,11.5,1.106781,2.08,2.452118
2017-11-29 00:00:00,51.0,11.5,-0.52215576,-0.67,0.8056946
2017-11-29 06:00:00,51.0,11.5,-0.822876,-2.41,0.20852661
2017-11-29 12:00:00,51.0,11.5,5.892639,3.41,4.3291626
2017-11-29 18:00:00,51.0,11.5,-0.8374939,2.72,0.57180786
2017-11-30 00:00:00,51.0,11.5,-1.4904175,0.48,-0.42211914
2017-11-30 06:00:00,51.0,11.5,-1.7942505,-3.42,-1.1420593
2017-11-30 12:00:00,51.0,11.5,4.4852905,-0.57,2.6342773
2017-11-30 18:00:00,51.0,11.5,-1.8842163,-0.55,-0.62677
2017-12-01 00:00:00,51.0,11.5,-2.2233887,-1.0,-1.0209961
2017-12-01 06:00:00,51.0,11.5,0.19778442,-0.98,0.37857056
2017-12-01 12:00:00,51.0,11.5,3.976715,0.59,2.2778625
2017-12-01 18:00:00,51.0,11.5,-3.0986938,-0.17,-1.5414124
2017-12-02 00:00:00,51.0,11.5,-3.19281,-0.49,-1.8863525
2017-12-02 06:00:00,51.0,11.5,-1.7029419,-0.67,-1.2052002
2017-12-02 12:00:00,51.0,11.5,1.8093262,2.17,0.9897156
2017-12-02 18:00:00,51.0,11.5,-3.3987427,0.31,-1.8765869
2017-12-03 00:00:00,51.0,11.5,-3.4906616,-0.47,-2.4373474
2017-12-03 06:00:00,51.0,11.5,-3.7861938,-2.29,-2.8561401
2017-12-03 12:00:00,51.0,11.5,-0.14910889,-1.77,-0.090789795
2017-12-03 18:00:00,51.0,11.5,-0.7227173,-1.77,-0.22210693
2017-12-04 00:00:00,51.0,11.5,0.3673706,-0.01,1.1547852
2017-12-04 06:00:00,51.0,11.5,0.64572144,1.93,1.7895203
2017-12-04 12:00:00,51.0,11.5,2.8100586,2.95,3.6100464
2017-12-04 18:00:00,51.0,11.5,1.2723999,2.93,2.377655
2017-12-05 00:00:00,51.0,11.5,2.4293213,3.89,3.407898
2017-12-05 06:00:00,51.0,11.5,3.3840637,5.14,4.312317
2017-12-05 12:00:00,51.0,11.5,4.581848,5.61,5.0900574
2017-12-05 18:00:00,51.0,11.5,3.616394,5.13,4.365753
2017-12-06 00:00:00,51.0,11.5,4.200012,5.2,4.9327393
2017-12-06 06:00:00,51.0,11.5,3.3643494,4.6,3.9198303
2017-12-06 12:00:00,51.0,11.5,5.599304,5.27,5.665497
2017-12-06 18:00:00,51.0,11.5,4.252289,5.47,5.0007324
2017-12-07 00:00:00,51.0,11.5,1.5,5.14,2.6976318
2017-12-07 06:00:00,51.0,11.5,-0.07659912,2.05,1.5576782
2017-12-07 12:00:00,51.0,11.5,6.0548096,5.33,6.121338
2017-12-07 18:00:00,51.0,11.5,3.0,4.7,4.999115
2017-12-08 00:00:00,51.0,11.5,5.151886,4.61,6.40802
2017-12-08 06:00:00,51.0,11.5,3.2294312,4.45,4.1611633
2017-12-08 12:00:00,51.0,11.5,4.853607,5.16,4.165436
2017-12-08 18:00:00,51.0,11.5,1.1967773,1.6,1.6348267
2017-12-09 00:00:00,51.0,11.5,-1.1726685,-0.09,-0.18014526
2017-12-09 06:00:00,51.0,11.5,-1.2233276,0.92,-0.30569458
2017-12-09 12:00:00,51.0,11.5,0.35507202,0.19,-0.01626587
2017-12-09 18:00:00,51.0,11.5,-0.58529663,0.07,0.4189148
2017-12-10 00:00:00,51.0,11.5,-2.2016907,-0.66,-1.2082825
2017-12-10 06:00:00,51.0,11.5,-0.75064087,-1.13,-0.29522705
2017-12-10 12:00:00,51.0,11.5,1.5163574,-1.19,1.1983337
2017-12-10 18:00:00,51.0,11.5,1.7257385,0.07,3.5801697
2017-12-11 00:00:00,51.0,11.5,2.6992798,6.12,4.713928
2017-12-11 06:00:00,51.0,11.5,0.8981323,4.5,3.0069275
2017-12-11 12:00:00,51.0,11.5,2.9577026,5.02,3.8085938
2017-12-11 18:00:00,51.0,11.5,3.4808655,7.09,5.320923
2017-12-12 00:00:00,51.0,11.5,3.7296753,7.07,5.8189697
2017-12-12 06:00:00,51.0,11.5,2.977234,4.74,4.184906
2017-12-12 12:00:00,51.0,11.5,3.1791992,4.01,3.2721558
2017-12-12 18:00:00,51.0,11.5,-0.22076416,1.57,1.2457886
2017-12-13 00:00:00,51.0,11.5,-1.2580872,1.24,-0.044952393
2017-12-13 06:00:00,51.0,11.5,-1.3998413,-0.62,-0.23168945
2017-12-13 12:00:00,51.0,11.5,3.600525,4.55,3.3338928
2017-12-13 18:00:00,51.0,11.5,1.7713928,1.73,3.0376892
2017-12-14 00:00:00,51.0,11.5,4.711609,4.0,6.3800964
2017-12-14 06:00:00,51.0,11.5,1.8336487,4.52,2.888153
2017-12-14 12:00:00,51.0,11.5,2.7542114,4.47,3.4320984
2017-12-14 18:00:00,51.0,11.5,1.4161682,3.12,2.8564758
2017-12-15 00:00:00,51.0,11.5,1.1965942,0.44,2.3153381
2017-12-15 06:00:00,51.0,11.5,1.6569214,1.28,2.1008606
2017-12-15 12:00:00,51.0,11.5,4.2078857,4.12,4.0117188
2017-12-15 18:00:00,51.0,11.5,0.93170166,1.61,1.9980774
2017-12-16 00:00:00,51.0,11.5,-2.8945312,1.1,-1.3983154
2017-12-16 06:00:00,51.0,11.5,-2.795044,0.85,-1.6885376
2017-12-16 12:00:00,51.0,11.5,2.3868713,2.47,2.2960205
2017-12-16 18:00:00,51.0,11.5,-1.0032043,2.25,0.44058228
2017-12-17 00:00:00,51.0,11.5,-1.1980896,2.11,-0.11016846
2017-12-17 06:00:00,51.0,11.5,0.5871582,1.46,1.01474
2017-12-17 12:00:00,51.0,11.5,2.2007751,2.08,1.955658
2017-12-17 18:00:00,51.0,11.5,-0.7425537,1.58,0.004425049
2017-12-18 00:00:00,51.0,11.5,-0.14297485,1.16,0.4423828
2017-12-18 06:00:00,51.0,11.5,-1.4495239,-0.45,-0.55303955
2017-12-18 12:00:00,51.0,11.5,3.3431091,3.36,2.4483337
2017-12-18 18:00:00,51.0,11.5,-2.7747498,1.68,-1.2210999
2017-12-19 00:00:00,51.0,11.5,-2.8948364,-0.18,-1.7779541
2017-12-19 06:00:00,51.0,11.5,-2.4049988,1.0,-1.5581665
2017-12-19 12:00:00,51.0,11.5,2.679535,2.07,2.2486267
2017-12-19 18:00:00,51.0,11.5,0.7583008,2.4,1.4127808
2017-12-20 00:00:00,51.0,11.5,0.863739,2.87,1.4790344
2017-12-20 06:00:00,51.0,11.5,-0.032043457,2.5,1.0853271
2017-12-20 12:00:00,51.0,11.5,3.8441772,3.79,3.7614136
2017-12-20 18:00:00,51.0,11.5,0.8335571,3.8,1.7713013
2017-12-21 00:00:00,51.0,11.5,2.2827759,3.0,3.057251
2017-12-21 06:00:00,51.0,11.5,3.9036255,4.16,4.914093
2017-12-21 12:00:00,51.0,11.5,5.727234,6.54,6.289459
2017-12-21 18:00:00,51.0,11.5,4.879883,6.78,5.632416
2017-12-22 00:00:00,51.0,11.5,1.3099976,5.63,2.585205
2017-12-22 06:00:00,51.0,11.5,3.4827576,3.74,4.1987915
2017-12-22 12:00:00,51.0,11.5,6.6666565,7.38,6.3221436
2017-12-22 18:00:00,51.0,11.5,3.5093994,5.2,3.908905
2017-12-23 00:00:00,51.0,11.5,0.24609375,5.67,1.5409241
2017-12-23 06:00:00,51.0,11.5,0.96014404,5.34,2.5091553
2017-12-23 12:00:00,51.0,11.5,6.5698853,8.92,7.4726257
2017-12-23 18:00:00,51.0,11.5,6.248535,8.12,7.2600403
2017-12-24 00:00:00,51.0,11.5,7.1953125,6.87,8.204376
2017-12-24 06:00:00,51.0,11.5,7.478668,6.39,8.408478
2017-12-24 12:00:00,51.0,11.5,8.078583,9.11,8.826172
2017-12-24 18:00:00,51.0,11.5,7.257324,8.33,8.175659
2017-12-25 00:00:00,51.0,11.5,5.1309204,7.06,6.7275696
2017-12-25 06:00:00,51.0,11.5,3.7442017,6.27,5.3705444
2017-12-25 12:00:00,51.0,11.5,8.463379,6.0,7.9230957
2017-12-25 18:00:00,51.0,11.5,2.3417969,3.04,3.6970825
2017-12-26 00:00:00,51.0,11.5,2.288971,2.94,4.5473022
2017-12-26 06:00:00,51.0,11.5,2.5176697,2.71,4.759094
2017-12-26 12:00:00,51.0,11.5,7.8528748,8.27,8.585754
2017-12-26 18:00:00,51.0,11.5,2.100006,4.05,3.7321777
2017-12-27 00:00:00,51.0,11.5,0.80337524,3.07,2.2860107
2017-12-27 06:00:00,51.0,11.5,0.78778076,2.4,2.1213684
2017-12-27 12:00:00,51.0,11.5,6.0150757,6.39,6.2003174
2017-12-27 18:00:00,51.0,11.5,2.5499878,3.27,3.4971924
2017-12-28 00:00:00,51.0,11.5,2.0269165,2.22,3.244995
2017-12-28 06:00:00,51.0,11.5,2.0069885,2.14,2.7070312
2017-12-28 12:00:00,51.0,11.5,3.2907715,3.53,3.0937805
2017-12-28 18:00:00,51.0,11.5,0.010650635,1.66,0.9807129
2017-12-29 00:00:00,51.0,11.5,-1.4832764,-0.3,-0.4489746
2017-12-29 06:00:00,51.0,11.5,-1.2581177,1.07,-0.12042236
2017-12-29 12:00:00,51.0,11.5,3.3162231,2.38,2.6603394
2017-12-29 18:00:00,51.0,11.5,-1.7349548,0.22,-0.571167
2017-12-30 00:00:00,51.0,11.5,0.68707275,0.54,1.3925476
2017-12-30 06:00:00,51.0,11.5,0.4262085,0.82,2.1064148
2017-12-30 12:00:00,51.0,11.5,3.7601929,3.22,4.5789185
2017-12-30 18:00:00,51.0,11.5,5.802002,8.29,8.213776
2017-12-31 00:00:00,51.0,11.5,5.2502136,11.14,7.2161865
2017-12-31 06:00:00,51.0,11.5,7.9960938,8.1,9.782532
2017-12-31 12:00:00,51.0,11.5,10.778534,12.6,11.472656
2017-12-31 18:00:00,51.0,11.5,7.0834045,11.11,9.035828
2018-01-01 00:00:00,51.0,11.5,6.5193787,10.23,8.536957
2018-01-01 06:00:00,51.0,11.5,5.063324,8.5,6.634308
2018-01-01 12:00:00,51.0,11.5,7.448639,8.27,7.354248
2018-01-01 18:00:00,51.0,11.5,2.283783,5.48,3.8273315
2018-01-02 00:00:00,51.0,11.5,4.212738,4.47,5.1990356
2018-01-02 06:00:00,51.0,11.5,4.379883,2.77,5.0854187
2018-01-02 12:00:00,51.0,11.5,6.423706,5.76,6.066101
2018-01-02 18:00:00,51.0,11.5,1.7308044,3.18,3.0518494
2018-01-03 00:00:00,51.0,11.5,3.4823914,4.5,4.410187
2018-01-03 06:00:00,51.0,11.5,7.395111,4.96,9.150604
2018-01-03 12:00:00,51.0,11.5,5.523407,4.95,6.431793
2018-01-03 18:00:00,51.0,11.5,4.299988,7.22,5.910919
2018-01-04 00:00:00,51.0,11.5,4.789551,5.91,5.695404
2018-01-04 06:00:00,51.0,11.5,3.5874634,5.41,4.7493286
2018-01-04 12:00:00,51.0,11.5,6.700012,6.74,6.3711853
2018-01-04 18:00:00,51.0,11.5,5.446869,5.02,6.0812073
2018-01-05 00:00:00,51.0,11.5,5.0,7.78,6.919037
2018-01-05 06:00:00,51.0,11.5,3.871643,6.12,5.572693
2018-01-05 12:00:00,51.0,11.5,9.689941,7.81,9.925049
2018-01-05 18:00:00,51.0,11.5,5.993683,7.08,7.0455933
2018-01-06 00:00:00,51.0,11.5,4.0035706,6.25,5.5956116
2018-01-06 06:00:00,51.0,11.5,3.5637207,6.3,4.8955994
2018-01-06 12:00:00,51.0,11.5,8.200867,7.66,7.6024475
2018-01-06 18:00:00,51.0,11.5,5.301819,6.47,5.713745
2018-01-07 00:00:00,51.0,11.5,4.33844,4.01,4.434387
2018-01-07 06:00:00,51.0,11.5,3.7000122,2.3,3.63974
2018-01-07 12:00:00,51.0,11.5,2.4262085,1.34,2.0190125
2018-01-07 18:00:00,51.0,11.5,1.2999878,1.27,1.3717041
2018-01-08 00:00:00,51.0,11.5,0.47192383,0.61,0.3538208
2018-01-08 06:00:00,51.0,11.5,-1.173523,0.07,-0.9772644
2018-01-08 12:00:00,51.0,11.5,2.2502441,0.06,1.0027771
2018-01-08 18:00:00,51.0,11.5,-0.034698486,1.22,1.0083923
2018-01-09 00:00:00,51.0,11.5,0.43292236,0.56,1.3592529
2018-01-09 06:00:00,51.0,11.5,0.9541931,-0.4,2.345398
2018-01-09 12:00:00,51.0,11.5,7.4126587,1.56,7.6708374
2018-01-09 18:00:00,51.0,11.5,4.6000366,5.66,5.9649963
2018-01-10 00:00:00,51.0,11.5,3.265564,3.05,4.6772766
2018-01-10 06:00:00,51.0,11.5,3.229309,2.16,4.3365173
2018-01-10 12:00:00,51.0,11.5,8.16864,5.12,8.172028
2018-01-10 18:00:00,51.0,11.5,1.3502808,3.99,3.5483704
2018-01-11 00:00:00,51.0,11.5,0.5581665,-0.73,2.7073364
2018-01-11 06:00:00,51.0,11.5,-0.55722046,-2.0,1.9083557
2018-01-11 12:00:00,51.0,11.5,7.8137207,0.68,6.4900513
2018-01-11 18:00:00,51.0,11.5,0.34698486,2.08,2.6524353
2018-01-12 00:00:00,51.0,11.5,-0.7312012,1.85,1.1108704
2018-01-12 06:00:00,51.0,11.5,-0.074798584,2.27,0.7272949
2018-01-12 12:00:00,51.0,11.5,5.049835,2.42,3.886078
2018-01-12 18:00:00,51.0,11.5,2.5582886,2.47,2.714386
2018-01-13 00:00:00,51.0,11.5,-0.5332031,2.0,-0.13882446
2018-01-13 06:00:00,51.0,11.5,1.0124207,1.6,0.7632446
2018-01-13 12:00:00,51.0,11.5,3.0745544,1.13,1.192749
2018-01-13 18:00:00,51.0,11.5,0.82940674,-0.13,1.0182495
2018-01-14 00:00:00,51.0,11.5,-3.097107,-1.44,-2.44812
2018-01-14 06:00:00,51.0,11.5,-2.4293518,-0.84,-1.897644
2018-01-14 12:00:00,51.0,11.5,4.4033813,1.55,2.9531555
2018-01-14 18:00:00,51.0,11.5,-2.3910217,0.96,-1.2684326
2018-01-15 00:00:00,51.0,11.5,-2.7111206,0.61,-1.7762451
2018-01-15 06:00:00,51.0,11.5,-3.1450195,-2.0,-1.8979797
2018-01-15 12:00:00,51.0,11.5,4.9484253,3.62,4.5054626
2018-01-15 18:00:00,51.0,11.5,1.1853027,3.0,2.953308
2018-01-16 00:00:00,51.0,11.5,3.2844238,3.53,5.269867
2018-01-16 06:00:00,51.0,11.5,1.993103,4.75,3.775055
2018-01-16 12:00:00,51.0,11.5,6.084381,5.6,6.3506165
2018-01-16 18:00:00,51.0,11.5,-0.25564575,1.8,1.4877319
2018-01-17 00:00:00,51.0,11.5,-0.75128174,0.57,0.6163635
2018-01-17 06:00:00,51.0,11.5,-0.286438,0.87,0.8482666
2018-01-17 12:00:00,51.0,11.5,2.5900574,2.87,2.1122742
2018-01-17 18:00:00,51.0,11.5,-0.1899414,1.58,1.0126648
2018-01-18 00:00:00,51.0,11.5,-1.0,1.49,0.40930176
2018-01-18 06:00:00,51.0,11.5,-0.14474487,2.09,0.7983093
2018-01-18 12:00:00,51.0,11.5,6.709015,5.7,8.35141
2018-01-18 18:00:00,51.0,11.5,1.9562378,4.68,3.6492004
2018-01-19 00:00:00,51.0,11.5,0.27661133,2.45,1.629303
2018-01-19 06:00:00,51.0,11.5,0.7781372,1.31,1.3920593
2018-01-19 12:00:00,51.0,11.5,1.5383606,1.34,2.0320435
2018-01-19 18:00:00,51.0,11.5,-1.7105713,0.88,-0.06289673
